hits|visits|day|identifier|orders|amount|product_pages|direct_visit|organic_visit|paid_search_visit|email_visit
179334|34786|2019-05-22|96|65948|2836163.589999022|22931|14836|7797|229|0
124450|23059|2020-02-20|96|47121|1808033.7099992554|84954|55258|21854|6600|2
214155|43602|2019-05-28|96|62048|2412956.2099990845|24346|15424|8304|298|227
53411|14559|2019-07-05|96|59142|2746772.8599992804|5833|3220|2528|63|3
125344|22625|2020-02-26|96|48525|1831800.8499992362|84609|56689|21782|4891|0
38666|7164|2019-10-02|96|49792|2087271.349999038|25124|17632|7312|19|0
87859|15725|2019-12-11|96|46871|1861089.9699991539|60394|46630|13052|411|0
180589|35657|2019-07-20|96|96270|9119458.710014293|98914|20197|77507|81|48
105526|18551|2020-01-07|96|40552|1583912.8899994532|73713|53857|16572|2565|0
112709|20183|2020-01-15|96|43545|1809440.749999285|79438|55800|18616|3722|0
77287|19099|2019-06-07|96|58591|2423032.719999035|8829|4411|4307|84|3
167117|33018|2019-05-16|96|63073|2424991.0099990787|22842|14665|7754|365|0
62599|16493|2019-06-20|96|55927|2427270.6599991047|6945|3471|3311|149|2
136137|24989|2020-02-25|96|48925|1882067.9899991609|94306|62104|24386|6199|2
40618|7506|2019-10-04|96|56311|2534437.459999212|26252|18801|7335|11|0
53055|10242|2019-12-24|96|35403|1332654.209999724|37451|27787|7399|2029|0
44772|8440|2019-10-05|96|77240|3954798.480001077|28835|21324|7455|22|0
113295|20848|2020-01-04|96|61986|2548431.6999993343|79355|57912|18356|2444|0
38035|7141|2019-09-30|96|50331|2090379.6899990481|24415|17239|7072|49|0
220094|45758|2019-05-06|96|67807|2705880.1299995384|27500|18113|8821|435|0
220509|41494|2019-05-30|96|52213|5672331.350003561|27996|18247|9346|311|36
131603|24578|2020-01-11|96|67710|3325595.399999844|95390|69050|19020|5197|0
124650|21117|2020-01-08|96|47973|2325796.219999019|88975|64920|19747|3317|0
1933459|198349|2020-04-11|96|17214|1395819.0100000435|1204706|628594|372716|87630|8
650647|69910|2020-03-29|96|39|2522.870000000001|419090|247048|99413|23965|46
2163750|198926|2020-04-13|96|776|63598.70000000043|1382431|709782|462878|76450|0
39124|7037|2019-08-30|96|52354|2183847.8599990364|25621|18516|6890|171|0
37804|6946|2019-09-19|96|48389|2050439.6699991138|24760|17732|6872|39|0
126120|25009|2019-07-28|96|2110|87687.57999999904|74265|14770|58629|80|22
30045|5445|2019-09-01|96|1858|72826.17999999961|19678|14116|5358|177|0
52860|14661|2019-07-10|96|60593|2777527.699999181|5433|2810|2540|71|2
47573|8483|2019-08-26|96|55396|2310446.959999117|29682|22280|7119|179|0
94785|16980|2020-01-19|96|1732|73150.34999999989|67089|46068|15325|3780|0
161537|34235|2019-05-20|96|63025|2457934.5599990957|21092|13495|7213|289|0
63505|16738|2019-06-15|96|83103|3833139.240000592|7273|3621|3490|147|1
109394|20370|2019-12-30|96|58023|2408836.9799991776|75821|57189|16897|1135|0
43016|7789|2019-08-28|96|52264|2137630.629998982|27614|20218|7112|183|0
184300|36156|2019-05-18|96|91320|4029213.780000817|23985|15627|8046|262|0
91026|16500|2019-11-16|96|76064|3512905.040000505|61523|48536|12836|25|0
63147|11241|2020-01-01|96|4|578.43|45045|31496|10797|2234|0
120068|22638|2020-01-13|96|47045|1987684.9199991159|84425|59329|19272|3596|1
194978|37543|2019-05-29|96|68924|2667145.36999921|24327|15727|8228|214|83
97285|17704|2019-12-23|96|57443|2319564.249999114|69396|52018|13654|3194|0
376357|36383|2019-07-17|96|56503|2266432.509998922|11|2|9|0|0
417620|68782|2020-03-28|96|2179|176096.24999999843|229491|160606|57381|3958|13
1668589|119206|2020-01-18|43|79376|2972113.559999308|550779|788698|364235|291275|98383
1667619|134232|2020-01-16|43|1256|40001.73000000014|552325|727394|331186|246265|210826
1489386|149833|2020-05-08|43|440|75731.22999999991|467301|492399|475819|156056|146624
1025034|96287|2019-10-12|43|50167|2572167.68000224|320519|374101|220550|104450|165041
675007|58224|2020-03-22|43|284|15202.58000000003|220021|224619|246506|92137|11930
712009|95016|2019-04-20|43|32931|4991311.080010115|251937|280721|175852|66485|97458
718429|70649|2020-02-13|43|23448|1199248.8699996804|226060|287395|254997|76940|68475
745601|72473|2020-02-12|43|1362|62602.439999998525|239157|299140|273083|83595|49956
3155939|206754|2019-12-27|43|63459|3580130.0099990894|969234|1445801|525516|343910|512172
4307879|259881|2019-12-26|43|49685|2752825.489999466|1279201|1995092|657232|459626|693987
570025|58306|2019-09-28|43|6658|412756.2499999384|160547|189934|160666|103369|28384
897378|97335|2019-12-16|43|2120|107882.65000000266|253743|276147|292193|142621|17215
940620|98453|2020-05-12|43|255|13247.189999999919|289143|265676|332238|102771|13293
898873|93479|2020-05-11|43|7943|400133.20999992755|267009|254016|323319|96306|20343
2318914|154738|2020-01-10|43|66172|2587759.8599992287|755580|1021311|456253|412017|163049
881690|94567|2019-05-02|43|25591|3979161.3300054087|267224|303713|249850|84076|70278
1290630|121827|2020-05-09|43|524|9044.980000000018|390810|398841|459048|138890|55622
1587024|118178|2020-03-01|43|4743|253916.57000001828|545843|721488|491260|91109|190737
1008933|102651|2019-05-01|43|2312|2867255.8000004273|316785|362333|284653|108828|77575
1905538|130535|2019-07-07|43|12230|516443.57999994716|646737|683132|480456|350530|117161
1948131|133653|2019-07-06|43|2815|105007.48999999963|670644|783050|497249|115222|297068
1545430|116723|2020-01-21|43|29700|1053322.5899998194|538183|693912|201289|215780|392587
1093286|90753|2020-01-20|43|1820|60188.379999999095|349494|485688|233446|213878|38072
607157|52498|2020-03-20|43|466|18518.330000000075|185886|216632|165115|79983|53366
622158|70815|2019-10-19|43|4387|251130.8699999752|188375|220504|163041|90153|50124
1226267|105760|2020-04-19|43|42|2485.0|374136|354598|434395|176627|62984
1038806|91611|2020-04-04|43|45|120482.0|342797|355126|309226|134575|122858
1194538|114048|2020-04-07|43|672|46710.97999999993|324531|462544|287271|105075|167398
735808|94781|2019-11-20|43|20218|1056055.3999997473|224183|259779|208645|73027|67727
704846|60934|2020-03-21|43|292|15156.980000000027|227120|240272|228065|92286|41565
973467|79585|2019-08-05|43|1277|60470.009999999325|283729|330577|236912|108749|157074
988542|100617|2019-06-05|43|28527|1595940.4599994582|302782|290530|311559|122693|81843
987643|109586|2020-05-14|43|346|14302.589999999875|346204|351658|322200|123327|57012
1177139|128658|2020-05-13|43|333|16119.689999999873|415122|410917|395365|112525|52498
740199|73661|2019-10-16|43|22797|1108680.2099997315|223211|264583|202272|78560|60667
1132873|90324|2020-01-23|43|31669|1196795.279999697|383437|526828|222222|191899|114272
1814852|151819|2019-11-13|43|23837|1340432.4399996991|530034|897184|330360|130478|191556
1243672|101808|2020-04-12|43|34|183510.0|401727|443182|410979|172237|78499
411963|36711|2020-03-17|43|228|17352.419999999973|126130|148487|119074|52820|13474
1409800|119074|2019-07-08|43|2455|82542.61000000067|435830|455716|415912|195312|61345
1128201|89411|2020-04-13|43|59|97678.0|363075|357200|403508|167723|40222
856307|81640|2020-03-10|43|20671|957380.8999997338|280357|353783|242860|68400|132028
959311|88775|2020-03-09|43|20357|890591.2299997729|302541|420923|299900|48208|127632
856818|99571|2019-11-22|43|25271|1339512.3799996718|229739|295641|201756|68959|148374
911521|77712|2020-01-28|43|24693|897878.499999859|281142|376668|269305|126774|41040
1496532|116982|2019-06-23|43|7437|437777.5099999365|446058|536619|457304|176546|71784
887580|94075|2019-05-31|43|1138|56324.33999999938|272049|274807|290645|92674|81368
1072009|106691|2019-05-30|43|23292|1361989.6099995715|340660|334946|341423|109331|131148
1323031|124798|2019-11-27|43|29742|1721655.609999449|378961|457904|408474|150479|69627
1294599|135790|2019-12-13|43|1282|63543.94999999982|375906|451409|344256|144898|103013
2139469|160711|2019-06-28|43|5964|233036.57000001112|668250|702791|667584|224948|155432
269891|45866|2019-09-25|43|17065|980673.9499997451|53705|52850|36582|22984|5676
2867309|180579|2020-01-12|43|23940|941963.2599999064|969742|1279159|597771|620247|115130
778120|87658|2019-04-21|43|3086|3270223.340000626|270613|309503|216066|62114|100191
642381|67734|2019-11-07|43|21169|1248169.9099997159|208555|231228|190727|76554|49357
570985|56680|2020-03-24|43|777|56012.449999999524|171877|189368|188573|67676|25962
1631772|131314|2019-06-12|43|2123|123976.82999999773|464545|596635|370062|147759|190276
1493756|119572|2020-01-07|43|27325|1227457.2099997564|436860|709960|281228|167026|102321
1320528|98841|2020-01-25|43|62182|2490093.7499996186|456576|609092|278290|228015|176452
891615|79926|2019-10-07|43|25981|1124619.419999687|267477|316945|219115|125079|41066
486546|46565|2019-08-12|43|22095|1188887.829999692|135631|161030|184897|46353|9101
653271|71429|2019-10-21|43|18051|1006102.9099997372|194969|233883|162637|83053|64822
1794062|139971|2020-01-15|43|3020|100113.89000000013|596985|752281|408479|296561|119540
1795266|132946|2019-11-17|43|5455|350573.9600000005|556679|761785|354548|255142|146617
881735|95538|2019-05-03|43|27404|4085617.200006535|273533|314204|242726|77692|84221
1432492|107049|2019-10-06|43|6743|347342.45999998983|454133|546450|401547|162466|103306
234781|33706|2019-09-19|43|16440|942925.789999816|51974|63965|41867|13223|8924
226924|39526|2019-09-18|43|18096|1064970.8599997242|35056|38753|25665|11096|11231
980653|96640|2019-05-04|43|43153|5119201.060011882|307077|345468|297888|94138|79648
218097|34631|2019-08-24|43|25025|1533310.4599995953|44435|43466|32039|16320|9662
893508|88122|2020-03-28|43|100|73117.86000000025|281343|301366|267322|118060|93465
251032|43351|2019-09-11|43|20202|1174230.9699996896|51063|45827|36755|15296|11750
526064|53596|2020-02-24|43|15480|849744.9499997674|172574|218933|169133|72344|12805
254544|44106|2019-09-05|43|20445|1214942.1599996774|52990|46312|39017|19339|13939
255274|44673|2019-09-06|43|23528|1380106.9199996288|52529|45219|37007|17809|16713
880990|74841|2019-07-22|43|1762|69250.03999999924|254549|302989|259654|142762|18227
241950|41886|2019-09-03|43|1298|74964.29999999997|50162|42688|37440|18460|9632
1184534|118576|2020-04-28|43|517|153390.81999999954|396688|445554|376284|105822|108016
1054404|109748|2019-12-18|43|1443|73276.5300000007|304940|363802|288363|132220|104975
933951|75710|2019-08-06|43|28340|1417025.2599995846|284178|331392|238957|124236|95106
691484|72998|2019-05-24|43|27476|1501463.729999525|201840|226200|198379|72543|53374
673351|73630|2019-05-23|43|22801|1246755.919999623|204775|225228|207292|75920|30094
765021|88778|2019-05-10|43|24774|3973859.720004945|238574|261130|206658|81006|88987
777551|71820|2019-08-01|43|32203|1612413.82999944|240346|283744|211236|103293|64134
955860|82923|2020-03-07|43|1179|50880.279999999846|311601|404727|358154|62597|86471
991417|75968|2019-07-20|43|3180|130685.76000000605|312389|380371|250445|154389|90256
807096|87935|2019-05-21|43|19133|1071503.3799997366|242462|269167|198559|75896|110884
1339823|118672|2019-06-20|43|38813|2269473.790000255|399246|486914|297559|139067|177717
250625|39542|2019-09-22|43|3330|213541.02999998606|51176|49869|36977|16778|8454
809440|89848|2019-05-28|43|22564|1197748.6599996476|252959|239160|242036|98893|64335
642134|54506|2020-02-16|43|3012|156722.75999999922|203999|274549|254166|69438|15608
703118|68736|2020-03-26|43|1192|167505.41999999626|226914|248606|189006|78332|93231
924586|81620|2020-03-02|43|1203|49473.77999999956|293314|361815|305801|59885|71391
1010398|93563|2019-05-05|43|3583|2367108.470000229|315837|350875|337928|107335|52667
517429|63109|2019-10-25|43|23510|1438757.3699996462|157447|171842|117212|73985|45249
1646740|121271|2020-01-02|43|51403|2847542.20999921|494218|717639|339225|198572|131204
602870|65036|2019-10-26|43|35846|2273767.78000059|182284|206948|130381|96714|62227
550300|54526|2020-02-21|43|20199|1150734.869999667|181501|225311|183300|65560|17291
1807133|129007|2020-01-03|43|54031|3071079.829999149|547716|813002|343768|207437|221265
902821|97745|2019-05-25|43|1112|58765.11999999902|284532|295631|268836|91347|118049
573920|67807|2019-10-23|43|20354|1181374.4299996805|178200|186157|127353|89306|52058
1221075|120785|2019-11-26|43|23693|1258605.6499997014|337850|447811|321604|115842|122822
1237114|115026|2020-02-26|43|20755|1175860.099999667|392798|588914|195346|123357|284727
1766832|138885|2020-01-14|43|2572|85888.71000000078|571033|752933|376086|282258|136800
1002052|92196|2020-04-15|43|1051|83153.73000000083|328966|333504|314763|121046|81353
695086|81367|2019-05-06|43|17533|2439078.3500008998|193233|215395|198172|83965|38407
539424|50520|2020-03-23|43|374|38919.609999999935|171424|171426|191442|74287|8183
932000|96680|2019-06-01|43|1217|66074.51999999884|285764|283799|325126|92535|92242
4835613|319392|2019-06-26|43|6488|267158.4999999957|1504913|1738241|1446858|423925|468972
1594723|138606|2019-06-18|43|34801|1951722.2099995257|447951|580135|342652|129150|251825
1108119|94377|2019-07-15|43|37897|1488000.199999366|332950|394620|325364|152905|39148
1873113|143220|2019-07-10|43|2771|99081.02000000014|623095|696968|357689|267240|357722
1015672|90908|2019-10-03|43|2069|90466.97000000247|315679|371105|250426|116633|73139
1237069|136024|2019-04-25|43|22821|3217798.620002682|450618|522461|225335|105288|233967
1042927|93528|2019-05-18|43|39353|2447955.2000013897|320959|393264|317014|84052|79417
755602|82543|2019-04-30|43|25367|3545355.0300045093|229123|278734|194397|79673|61525
1786469|142683|2019-06-15|43|3464|195073.0400000064|516193|671981|350224|149619|339064
949964|111519|2019-12-05|43|23276|1167377.2299997432|270456|288906|303092|113970|58984
547875|45365|2020-03-19|43|1352|132370.76000000295|167426|193012|164972|66887|22082
621707|68968|2019-05-13|43|17820|2756661.790001783|191091|206184|213190|63736|18591
894123|91767|2019-05-12|43|4624|2944755.930000678|287716|324634|287100|97890|75968
765361|81562|2019-04-29|43|21409|2782393.3000024552|230494|264177|222092|94274|34456
262908|44215|2019-09-02|43|20007|1210732.52999967|54078|50490|40768|21229|10930
442533|45991|2019-09-01|43|4550|288561.21999996225|111586|155509|131403|41606|11207
296474|39287|2019-09-10|43|17519|1021136.7399998208|65266|95507|57462|16249|6954
232152|38568|2019-09-09|43|16802|992505.2699998155|47254|44299|41282|20480|3477
1992970|161433|2019-12-01|43|20122|1255648.2099997709|601789|702510|680103|231426|84121
741327|73206|2020-02-11|43|19822|971239.68999977|235121|305191|240392|81138|77504
527915|50818|2019-08-20|43|19535|1104183.8599997128|155622|194052|165861|35593|47313
2978695|187829|2020-01-09|43|62164|2488433.479999447|994683|1320188|615024|545956|136156
667972|66890|2020-02-19|43|18043|1012769.6399997128|224596|285478|174132|72098|67301
2119734|146935|2019-06-30|43|1325|49670.000000000575|680931|690041|784386|255444|67194
2129904|151715|2019-06-29|43|8809|360278.5299999957|687728|739815|698432|225503|136170
943232|82068|2019-07-25|43|1094|41408.790000000336|279889|329086|252539|130770|80978
953113|103389|2019-04-26|43|26238|3381911.0200050324|298688|343928|210239|106779|134489
509606|63410|2019-10-17|43|4042|213633.2499999868|148605|182314|127503|65190|36168
1157138|123365|2019-05-08|43|19028|3311391.150002379|368244|398447|334475|132858|132273
690104|78127|2019-05-14|43|18795|2677669.3000018583|214412|242330|195440|60038|75233
847477|99748|2019-12-06|43|29904|1581125.419999659|238848|263930|263389|101671|44282
573195|47125|2020-03-18|43|271|27043.52999999999|170151|213744|145794|65484|43189
938591|72000|2019-07-27|43|2439|106016.2200000061|296084|347785|263148|130747|77554
431887|43586|2020-03-16|43|578|75429.23999999957|134963|170216|108537|43438|35484
515790|50899|2019-08-10|43|29057|1644486.909999556|156669|195089|170926|46414|44159
691142|77298|2019-05-09|43|20711|3178054.680002843|209330|226456|214568|89247|21415
822670|69540|2020-02-09|43|3391|173283.1399999994|264810|341314|326994|101991|26146
535970|53473|2020-02-18|43|16566|881174.7699997661|166641|218129|164625|66627|22190
646292|75272|2019-10-29|43|1305|73952.29999999987|212339|232852|149004|100070|61096
1414300|106568|2020-01-29|43|30796|1203025.6199998078|476951|615405|267656|193923|266200
1266214|108226|2019-06-22|43|1640|84777.07000000255|376459|446172|327326|133267|141014
430469|48327|2019-12-24|43|33920|1756048.769999594|120385|167430|128990|51255|28505
961107|83712|2019-07-24|43|1181|43912.740000000056|291070|344709|259523|147134|59625
883276|83402|2019-11-11|43|17165|1131752.7799997765|276741|302976|323535|121367|23598
1434052|149825|2019-12-12|43|1168|57293.98999999986|425023|493859|362986|152567|146846
864956|101823|2019-11-25|43|20445|1100606.1699997429|235835|279875|264179|90227|42749
1827176|147287|2019-10-01|43|1716|79739.49000000073|581175|658508|286355|151996|407500
1933347|137035|2019-09-30|43|18926|1167185.699999715|600737|674759|213692|136876|749143
1219158|118223|2019-10-08|43|25603|1170684.979999658|355598|397788|186461|121174|325592
3877783|240950|2020-01-11|43|92754|3864745.179999272|1328516|1978642|567631|623491|517356
767357|87661|2019-04-22|43|8575|2155727.810000141|264242|290618|251905|69691|38332
582717|75241|2019-04-17|43|22746|2827177.2000030917|210851|216225|160561|72127|39011
1598824|120838|2019-06-11|43|1814|100989.8699999996|472631|571056|313491|131142|313662
700129|66931|2020-04-01|43|40|47427.55000000001|216954|222052|202109|105197|53589
1631078|131438|2019-10-05|43|1337|56047.820000001164|528713|679110|334769|144584|278669
571017|77224|2019-04-18|43|21357|2686274.2800027803|206800|203552|150399|64194|57584
1594208|128968|2019-07-04|43|1908|63505.89000000173|507826|541882|457972|223398|88967
2037228|156351|2019-07-03|43|4426|162585.18000000133|649913|714728|634593|106118|163066
1464000|104717|2020-02-02|43|4841|214588.73000001343|494369|666930|442072|232388|59316
1250380|105138|2020-04-26|43|53|3570.0|409855|407836|479851|133022|105954
625624|59621|2020-03-30|43|19|39307.8|186056|176377|224481|80536|10211
503985|48982|2020-02-17|43|15031|736455.389999854|151249|194196|191802|57469|7021
453566|44114|2019-08-19|43|18683|1057017.9699997248|128811|153491|178499|38516|7766
518946|46912|2019-08-18|43|2671|159357.35999999856|152126|183521|214416|44171|13918
224553|36781|2019-09-14|43|35076|2164800.6599998483|49434|48044|29570|15048|19394
333960|43475|2019-09-04|43|1306|72364.98999999977|76901|86194|85725|26624|11440
1583456|102407|2019-06-09|43|5828|402818.7399999801|488084|657521|422565|179950|73728
788430|80788|2019-05-11|43|37439|5073423.800010582|239714|271677|264325|91513|33114
863042|97114|2019-12-17|43|33569|1772327.499999614|252951|280308|274419|125636|32358
192487|30993|2019-09-16|43|14610|853508.6299998378|39724|36546|28580|14220|4406
861680|77424|2020-04-03|43|573|144653.75000000038|281071|285129|238894|114712|100976
1246337|126829|2020-04-30|43|375|123022.14|386115|386589|325491|121739|209590
1009836|82424|2020-03-08|43|4415|221228.1499999896|329609|371999|440028|76302|53444
742812|85186|2019-12-20|43|1533|73573.19000000112|214795|266947|214266|95849|66901
222896|38463|2019-09-13|43|21059|1229667.0999996793|46177|43594|26174|14631|17055
1725677|143384|2019-11-30|43|2019|118032.8999999994|526173|648351|543873|182988|140583
1091703|102355|2019-11-15|43|27267|1554359.369999514|327213|422361|254207|114102|104869
